id	year	country	biome	species_planted	familly	native_exotic	growth_form	life_cycle	IUCN
48b	2019	Brazil	savanna	Handroanthus_ochraceus	Bignoniaceae	native	tree	perennial	LC
48b	2019	Brazil	savanna	Hymenaea_courbaril	Fabaceae	native	tree	perennial	LC
48b	2019	Brazil	savanna	Jacaranda_brasiliana	Bignoniaceae	native	tree	perennial	LC
48b	2019	Brazil	savanna	Machaerium_opacum	Fabaceae	native	tree	perennial	LC
48b	2019	Brazil	savanna	Magonia_pubescens	Sapindaceae	native	tree	perennial	LC
48b	2019	Brazil	savanna	Myracrodruon_urundeuva	Anacardiaceae	native	tree	perennial	DD
48b	2019	Brazil	savanna	Plathymenia_reticulata	Fabaceae	native	tree	perennial	LC
48b	2019	Brazil	savanna	Schinopsis_brasiliensis	Anacardiaceae	native	tree	perennial	LC
48b	2019	Brazil	savanna	Syagrus_romanzoffiana	Arecaceae	native	tree	perennial	LC
48b	2019	Brazil	savanna	Tachigali_vulgaris	Fabaceae	native	tree	perennial	LC
48b	2019	Brazil	savanna	Tachigali_vulgaris	Fabaceae	native	tree	perennial	LC
48b	2019	Brazil	savanna	Terminalia_corrugata	Combretaceae	native	tree	perennial	na
48b	2019	Brazil	savanna	Vatairea_macrocarpa	Fabaceae	native	tree	perennial	LC
48b	2019	Brazil	savanna	Zanthoxylum_rhoifolium	Rutaceae	native	tree	perennial	LC
48c	2019	Brazil	savanna	Anatherum_bicorne	Poaceae	native	herb	perennial	na
48c	2019	Brazil	savanna	Anatherum_leucostachyum	Poaceae	native	herb	perennial	EN
48c	2019	Brazil	savanna	Aristida_cf._recurvata	Poaceae	native	herb	perennial	na
48c	2019	Brazil	savanna	Aristida_gibbosa	Poaceae	native	herb	perennial	na
48c	2019	Brazil	savanna	Aristida_riparia	Poaceae	native	herb	perennial	na
48c	2019	Brazil	savanna	Axonopus_aureus	Poaceae	native	herb	perennial	na
48c	2019	Brazil	savanna	Diectomis_fastigiata	Poaceae	native	herb	annual	na
48c	2019	Brazil	savanna	Echinolaena_inflexa	Poaceae	native	herb	perennial	na
48c	2019	Brazil	savanna	Lepidaploa_aurea	Asteraceae	native	herb	na	na
48c	2019	Brazil	savanna	Loudetiopsis_chrysothrix	Poaceae	native	herb	perennial	na
48c	2019	Brazil	savanna	Schizachyrium_sanguineum	Poaceae	native	herb	perennial	na
48c	2019	Brazil	savanna	Trachypogon_spicatus	Poaceae	native	herb	perennial	na
48c	2019	Brazil	savanna	Stylosanthes_capitata	Fabaceae	native	herb-subshrub	na	na
48c	2019	Brazil	savanna	Stylosanthes_macrocephala	Fabaceae	native	herb-subshrub	na	na
48c	2019	Brazil	savanna	Bauhinia_dumosa	Fabaceae	native	shrub	perennial	na
48c	2019	Brazil	savanna	Jacaranda_ulei	Bignoniaceae	native	shrub	perennial	na
48c	2019	Brazil	savanna	Mimosa_claussenii	Fabaceae	native	shrub	perennial	LC
48c	2019	Brazil	savanna	Pleroma_candolleanum	Melastomataceae	native	shrub	perennial	na
48c	2019	Brazil	savanna	Solanum_lycocarpum	Solanaceae	native	shrub	perennial	LC
48c	2019	Brazil	savanna	Vernonanthura_polyanthes	Asteraceae	native	shrub	perennial	na
48c	2019	Brazil	savanna	Alibertia_edulis	Rubiaceae	native	shrub-tree	perennial	LC
48c	2019	Brazil	savanna	Anadenanthera_colubrina	Fabaceae	native	shrub-tree	perennial	LC
48c	2019	Brazil	savanna	Bowdichia_virgilioides	Fabaceae	native	shrub-tree	perennial	LC
48c	2019	Brazil	savanna	Byrsonima_crassifolia	Malpighiaceae	native	shrub-tree	perennial	LC
48c	2019	Brazil	savanna	Cordia_alliodora	Boraginaceae	native	shrub-tree	perennial	LC
48c	2019	Brazil	savanna	Cybistax_antisyphilitica	Bignoniaceae	native	shrub-tree	perennial	LC
48c	2019	Brazil	savanna	Didymopanax_macrocarpus	Araliaceae	native	shrub-tree	perennial	LC
48c	2019	Brazil	savanna	Eugenia_dysenterica	Myrtaceae	native	shrub-tree	perennial	LC
48c	2019	Brazil	savanna	Hancornia_speciosa	Apocynaceae	native	shrub-tree	perennial	LC
48c	2019	Brazil	savanna	Senegalia_polyphylla	Fabaceae	native	shrub-tree	perennial	LC
48c	2019	Brazil	savanna	Senna_alata	Fabaceae	native	shrub-tree	perennial	LC
48c	2019	Brazil	savanna	Stryphnodendron_adstringens	Fabaceae	native	shrub-tree	perennial	na
48c	2019	Brazil	savanna	Terminalia_argentea	Combretaceae	native	shrub-tree	perennial	LC
48c	2019	Brazil	savanna	Terminalia_fagifolia	Combretaceae	native	shrub-tree	perennial	LC
48c	2019	Brazil	savanna	Achyrocline_saturejoides	Asteraceae	native	subshrub	perennial	na
48c	2019	Brazil	savanna	Aldama_bracteata	Asteraceae	native	subshrub	perennial	na
48c	2019	Brazil	savanna	Amburana_cearensis	Fabaceae	native	tree	perennial	EN
48c	2019	Brazil	savanna	Anacardium_humile	Anacardiaceae	native	tree	perennial	na
48c	2019	Brazil	savanna	Annona_crassiflora	Annonaceae	native	tree	perennial	LC
48c	2019	Brazil	savanna	Aspidosperma_macrocarpon	Apocynaceae	native	tree	perennial	LC
48c	2019	Brazil	savanna	Aspidosperma_tomentosum	Apocynaceae	native	tree	perennial	LC
48c	2019	Brazil	savanna	Astronium_fraxinifolium	Anacardiaceae	native	tree	perennial	LC
48c	2019	Brazil	savanna	Copaifera_langsdorffii	Fabaceae	native	tree	perennial	LC
48c	2019	Brazil	savanna	Dalbergia_miscolobium	Fabaceae	native	tree	perennial	LC
48c	2019	Brazil	savanna	Dimorphandra_mollis	Fabaceae	native	tree	perennial	LC
48c	2019	Brazil	savanna	Dipteryx_alata	Fabaceae	native	tree	perennial	VU
48c	2019	Brazil	savanna	Emmotum_nitens	Metteniusaceae	native	tree	perennial	LC
48c	2019	Brazil	savanna	Enterolobium_contortisiliquum	Fabaceae	native	tree	perennial	LC
48c	2019	Brazil	savanna	Enterolobium_gummiferum	Fabaceae	native	tree	perennial	LC
48c	2019	Brazil	savanna	Eremanthus_glomerulatus	Asteraceae	native	tree	perennial	LC
48c	2019	Brazil	savanna	Eremanthus_uniflorus	Asteraceae	native	tree	perennial	LC
48c	2019	Brazil	savanna	Eriotheca_pubescens	Malvaceae	native	tree	perennial	na
48c	2019	Brazil	savanna	Guazuma_ulmifolia	Malvaceae	native	tree	perennial	LC
48c	2019	Brazil	savanna	Handroanthus_ochraceus	Bignoniaceae	native	tree	perennial	LC
48c	2019	Brazil	savanna	Hymenaea_courbaril	Fabaceae	native	tree	perennial	LC
48c	2019	Brazil	savanna	Jacaranda_brasiliana	Bignoniaceae	native	tree	perennial	LC
48c	2019	Brazil	savanna	Machaerium_opacum	Fabaceae	native	tree	perennial	LC
48c	2019	Brazil	savanna	Magonia_pubescens	Sapindaceae	native	tree	perennial	LC
48c	2019	Brazil	savanna	Myracrodruon_urundeuva	Anacardiaceae	native	tree	perennial	DD
48c	2019	Brazil	savanna	Plathymenia_reticulata	Fabaceae	native	tree	perennial	LC
48c	2019	Brazil	savanna	Schinopsis_brasiliensis	Anacardiaceae	native	tree	perennial	LC
48c	2019	Brazil	savanna	Syagrus_romanzoffiana	Arecaceae	native	tree	perennial	LC
48c	2019	Brazil	savanna	Tachigali_vulgaris	Fabaceae	native	tree	perennial	LC
48c	2019	Brazil	savanna	Tachigali_vulgaris	Fabaceae	native	tree	perennial	LC
48c	2019	Brazil	savanna	Terminalia_corrugata	Combretaceae	native	tree	perennial	na
48c	2019	Brazil	savanna	Vatairea_macrocarpa	Fabaceae	native	tree	perennial	LC
48c	2019	Brazil	savanna	Zanthoxylum_rhoifolium	Rutaceae	native	tree	perennial	LC
4a	1998	Venezuela	savanna	Urochloa_eminii	Poaceae	exotic	herb	annual-perennial	na
78a	2022	Brazil	savanna	Dipteryx_alata	Fabaceae	native	tree	perennial	VU
78a	2022	Brazil	savanna	Tachigali_rubiginosa	Fabaceae	native	tree	perennial	LC
78a	2022	Brazil	savanna	Vatairea_macrocarpa	Fabaceae	native	tree	perennial	LC
78b	2022	Brazil	savanna	Bowdichia_virgilioides	Fabaceae	native	shrub-tree	perennial	LC
78b	2022	Brazil	savanna	Stryphnodendron_adstringens	Fabaceae	native	shrub-tree	perennial	na
78b	2022	Brazil	savanna	Dimorphandra_mollis	Fabaceae	native	tree	perennial	LC
78b	2022	Brazil	savanna	Hymenaea_stigonocarpa	Fabaceae	native	tree	perennial	LC
78b	2022	Brazil	savanna	Machaerium_opacum	Fabaceae	native	tree	perennial	LC
78b	2022	Brazil	savanna	Plathymenia_reticulata	Fabaceae	native	tree	perennial	LC
78b	2022	Brazil	savanna	Platypodium_elegans	Fabaceae	native	tree	perennial	LC
